workerId	assignmentId	Treatment	Time	KnewAboutMoodStudy	AwareThisStudy_BotnetSpam	AwareThisStudy_Facebook	AwareThisStudy_OSCredentialSpoofing	AwareThisStudy_SocialPhishing	AwareThisStudy_WarningsDeception	PrevParticipated_BotnetSpam	PrevParticipated_Facebook	PrevParticipated_OSCredentialSpoofing	PrevParticipated_SocialPhishing	PrevParticipated_WarningsDeception	Proceed_BotnetSpam	Proceed_Facebook	Proceed_OSCredentialSpoofing	Proceed_SocialPhishing	Proceed_WarningsDeception	Surrogate_BotnetSpam	Surrogate_Facebook	Surrogate_OSCredentialSpoofing	Surrogate_SocialPhishing	Surrogate_WarningsDeception	XplainProceed_BotnetSpam	XplainProceed_Facebook	XplainProceed_OSCredentialSpoofing	XplainProceed_SocialPhishing	XplainProceed_WarningsDeception	XplainSurrogate_BotnetSpam	XplainSurrogate_Facebook	XplainSurrogate_OSCredentialSpoofing	XplainSurrogate_SocialPhishing	XplainSurrogate_WarningsDeception
A2K9KUVWQWZAU3	37ZHEEHM6WNGRQXQ09FZYWOC6MI73H	WithoutRemovingPositivePosts	425	yes	no	yes	no	no	no	no	no	no	no	no	no	no	no	no	no	no	no	yes	no	no			Data integrity issues	unethical and risk of data breach		Unethical and security issues may not be controlled.	Unethical	Only if there was no way that passwords could be entered	Data integrity issues	Most people will not make it to the end of the experiment, and may think they actually have a virus.  Could be additional expense involved.
A2KD1OZMH8ERI7	3AZHRG4CU4L29FX6FAUQJHEPY5403W	Control	5645	no	no	no	no	no	yes	no	no	no	no	no	yes	yes	yes	yes	yes	yes	yes	yes	yes	yes	It would give them valuable information 	they would get useful information	They would get useful information	they will gain useful information	It isn't dangerous and the results will be helpful	It wouldn't harm them or their computers.	it wouldn't harm them	It wouldn't harm them	They wouldn't be harmed, and may become more cautious	why not? it isn't dangerous and it would help the computer community
A2KDMB59E1UN26	3NVC2EB65Q0Z6ATRNI5ZB989AQSY3K	WithoutRemovingPositivePosts	568	yes	no	yes	no	no	no	no	no	no	no	no	no	no	caution	yes	caution	indifferent	no	indifferent	indifferent	indifferent	Gaining too much personal information of unwitting participants.			Most universities "own" email accounts and all contents therein.			Manipulative.			
A2KEEU97SY67BK	320DUZ38G7NA5XAGWXBGKGIU1M1JGM	UnnamedCompany	394	yes	no	yes	no	no	no	no	no	no	no	no	no	yes	yes	yes	yes	no	yes	yes	yes	yes		It is helping people in the long run					It is benefiting people in the long run so the short term effects are fine			
A2KFOOEQWGN0GK	3R8YZBNQ9HJ8YR3SYKRVB4HNGNDQ72	WithoutPublication	3634	yes	no	yes	no	no	no	no	no	no	no	no	unsure	yes	caution	no	yes	no	yes	no	no	yes						It's deceptive and has little scientific merit.				
A2KHO78RUT3C0G	3M0BCWMB8VX0K024NA2H8VL5NA1BWL	WithoutPublication	541	no	no	no	no	no	no	no	no	no	no	no	no	yes	no	no	yes	no	indifferent	no	no	indifferent	This shouldn't be allowed its risking people's private information saved on their machines.	I would be curious too as to the findings.	Some researchers could be dishonest and then use this information for unrelated matters.	Its a serious breach of someone's privacy.	Thats how they can only test out their hypothesis.	Someone accessing my computer remotely is a breach of my privacy.	This looks to me like a fair experiment that doesn't risk any privacy violations	This is an actual risk as someone reveals their password.	This involves actually revealing one's password thus poses a risk.	I believe the pool should be as random as possible therefore they should choose any participant.
A2KHV2D09JAWPC	32RIADZISS5NSK0MOQIT3SCE7W4S4F	Control	474	no	no	no	no	no	no	no	no	no	no	no	no	caution	no	no	unsure	no	yes	no	no	no	it's deceptive and not fair to the people being studied	yes, as long as the peoples account affected understand what is happening	the user always has to know they are part of an experiment so they can choose to opt out	they shouldn't be tricking people with real email accounts	there needs to be stringent protocols in place to make sure that users don't do anything unwarranted in connection to the security warning	you can't use people without letting them have the choice to opt out	yes, it would be interesting to see the outcome	it's a case of crying wolf and may have unintended results	it seems too risky	it may make people do things they otherwise wouldn't have which might compromise their computer
A2KI0FDBL0BC32	3M0NZ3JDP1Z2PFQ0XNVB4DFVUB1Z56	WithoutRemovingPositivePosts	1458	yes	no	yes	no	no	no	no	no	no	no	no	no	no	no	no	caution	no	no	no	no	indifferent	Exposure of networks to unpredictable risk as well as involuntary participation of participants.	The risk of litigation on publication of results ought to be too great a risk.		I don't see how involuntary participation in a predatory experiment could possibly be justified as ethical. Vis. the trouble Facebook is having at the moment with their "mood adjustment" study, which is probably more ethical than what's going on here.			Their participation is involuntary.	Inducing people to reveal active access information would be unethical regardless of whether it was collected or not.	Consider that while we know some test subjects in the Millgram experiments reacted positively to their having been deceived, we don't know whether they personally changed their behavior.	
A2KJHPO5XPM3UJ	3LS2AMNW5FRFJXVRF68XMQ3I602OQH	InsertOnlyPostiveposts	824	no	no	no	no	no	yes	no	no	no	no	yes	caution	unsure	caution	no	caution	yes	indifferent	yes	no	no	This may run afoul of federal anti-spam laws, I have no idea.  I'm sure you have a better sense than I do.  		Yes, subject to the constraints in my prior response.  	Tests like this, IMO, should be more controlled.  They should specifically involve passwords that aren't real using resources that aren't real.  And if the passwords absolutely had to be real, they should never be stored or used in any way, even if to verify legitimacy.  	I participated in something remotely similar.  It was a "game" study that involved a fake Silverlight installation popup.  It was quite clearly fake.  But the deception here was terribly unfair.  The HIT paid terribly and only did it because someone said it was just playing games for fun.  It was not.  If you're going to proceed with this, please make sure the compensation is more than fair given the deception.	Again, I'd want to see if they fell for it so that they could improve their security habits, if possible.		I would want them to see the techniques used and be able to try to avoid them in the future.  Most people I know aren't very savvy about this kind of stuff.  I wouldn't want them to participate, though, if it attempted to trick them using sensitive passwords.  I would expect the test to include some kind of new/specialized site with specific instructions to not choose a password commonly used on other sites for their own protection.	Since this involves real passwords that are being stored, no, I would not.  There would be too much potential for abuse and overlap with other passwords the user is currently using.  	
A2KLAT6KTN96H1	3A1COHJ8NJWZLC98PZW7GQLH0IKH8D	Twitter	202	no	no	no	no	no	no	no	no	no	no	no	caution	caution	yes	caution	caution	indifferent	indifferent	indifferent	indifferent	indifferent										
A2KND90N44FK0	3PEIJLRY6TU7X355S6UZXSCX67GXWV	Twitter	509	yes	no	yes	no	no	no	no	no	no	no	no	no	no	unsure	unsure	caution	no	no	indifferent	no	indifferent	Having participants in an experiment without their knowledge or consent is wrong.	Manipulating people's emotions is wrong.	It has good intentions, but still may anger some people.	Seems to be for the benefit of the people in the study.	It has the possibility of making some people angry about being deceived.	It feels as though they are being taken advantage of without being informed.	Manipulating posts from other users is wrong, and so is trying to control the emotions of people.	I would hope the person I cared for would not divulge any personal information.	Again, prior knowledge of a study would allow someone to either choose to participate or not.	It is still deceiving, but again, with good intentions.
A2KPT0PEUEXCC4	3483FV8BEEK828N2DZW298JO5XF62N	NoAdvertising	619	no	yes	no	no	no	no	no	no	no	no	no	caution	caution	no	unsure	unsure	yes	yes	no	no	indifferent	As long as no privacy was invaded this could be beneficial. I hate spam emails!	As long as no privacy is invaded and things are kept cautious, sure.	Too dangerous in my opinion.	I'm not sure, it could be dangerous.	It could be beneficial but I would be cautious.		I think as long as the person was willing to do the experiment that would be ok.	I feel this is too dangerous and risky.	This is too risky in my opinion.	
A2KQYU7BYF674F	373ERPL3YO9V8QFZO2JWLQJA1YITRE	WithoutPublication	785	no	no	no	no	no	no	no	no	no	no	no	caution	caution	caution	yes	caution	indifferent	indifferent	indifferent	indifferent	indifferent	 consiquences may vary	never know the outcome....	it might offend some people...never know.	if it helps better the safety then who am i to stop them?	never know what might happen.	really do not care	i dont really get into peoples lives.	i really dont get into my friends' buisness.	i really think its their own buisness,so i think they should decide despite my opinions.	dont really care about others buisness.
A2KVAZ7FH5KM8E	3M1CVSFP606QHT1Q5N3FLVJDHJTAQZ	InsertOnlyPostiveposts	437	yes	no	yes	yes	no	yes	no	no	yes	no	yes	yes	unsure	yes	yes	yes	indifferent	indifferent	yes	indifferent	yes	It might be useful to someone				Web security is a big deal	I ignore spam anyway, this experiment doesn't really seem useful	I do not use Facebook very much	security is import on teh web and with passwords	I do not fall for phishing	Web security is a big deal
A2L1UTZDQDCVN2	37U1UTWH9VNCA6NBL481UUNNNJ9R8V	UnnamedCompany	903	yes	no	yes	no	no	no	no	no	no	no	no	unsure	caution	caution	unsure	yes	no	indifferent	no	no	indifferent		Care should be taken to filter the emotionally unstable from the experiment to prevent unnecessary loss.								
A2L216TYMT1SZQ	3QXNC7EIPIWOOHMMWJV0AUHBY0J90X	Twitter	936	no	no	no	no	no	no	no	no	no	no	no	yes	yes	caution	yes	no	yes	yes	yes	yes	no	Once again, they are not doing harm to anyone and the information is kept anonymous so I do not see any reason that the experiment should not be allowed to proceed.	Nobody would be harmed in the experiment and we could potentially learn some valuable things about social media and psychology.	While it would be a good idea to perform this experiment, participants might learn how to steal passwords from others.	This experiment could raise awareness about phishing scams so that students could be more aware of this type of attack in the future.	I believe that people might act drastically and completely reset their Operating System when it is not necessary.	There is no threat to the candidate so I would not mind if that person were a participant in the experiment.	This would be an interesting experiment and nobody would be harmed by the data gathered.	This experiment would once again be valuable to those who I care about by teaching them how to avoid this type of theft in the future.	Yes, this experiment would teach someone I cared about a valuable lesson about phishing scams so that they would not become victim to one again.	I wouldn't want someone I cared about as a candidate for this experiment because I believe it would cause them a great amount of stress.
A2L2BHOKM9VTR1	3GU1KF0O4I2A0R53BOOMG1D9U6FBPT	UnnamedCompany	257	yes	no	yes	no	no	no	no	no	no	no	no	caution	yes	caution	yes	yes	yes	yes	yes	yes	yes										
A2L2OJ069EHLQB	3NLZY2D53PQ7DCSU2ES5U9ZOBYXQL8	WithoutPublication	1347	no	no	no	no	no	no	no	no	no	no	no	caution	unsure	unsure	yes	caution	indifferent	no	indifferent	yes	indifferent						It seems harmless but it also doesn't seem like the study has a great deal of purpose.	It seems like too much interference; too much tampering to have someone try to mess around with the posts. I wouldn't want to encourage negative thoughts and posts. 	I can understand the purpose of the study but it makes me a bit leery to have things done without knowledge or consent beforehand.	I think the benefits outweigh the risks in this case. Phishing is a very real issue and can cause lots of damage.  	It may make someone unnecessarily nervous, but I can understand the reason behind the study.
A2L2P8RVIAJC8D	3TXWC2NHNZROPQ6Y5LEKK0NUTS0S91	InsertPosts	1139	yes	no	yes	no	no	no	no	no	no	no	no	no	no	caution	no	yes	no	no	yes	no	yes	Participants would be caused possible future harm by not learning from their experience (not being told), plus they would be in an experiment without consenting.	Participants never consented and were never informed of their participation.	I do think they should give participants a chance to withdraw their data at the end. 	They need to balance the lying and the positive outcomes of the study more.  	There are no ethical dilemmas. It is handled well.	The experiment starts off ethical, but then they never inform the participants that they were in the experiment, crossing the line into being non-ethical.  	No consent is given to use this data.	This is an ethical study because deception is used purposefully, participants are notified, and the passwords are not stored.	It crosses the line when it accepts their passwords and checks to make sure they are real.  That isn't a necessary part of the study and doesn't make the lying ethical.	
